****************************************************************
*       Calculation started on: Fri May 31 10:40:21 2024       *
****************************************************************
Timestep     Number of nodes      Mean crossing time     Crossed probability
     123                7832     35.8447687216000546      0.8031096164195611
     124                7963     35.9782023035148555      0.8041890018939511
     125                8084     36.3087351821788857      0.8068394915409852
     126                8217     36.4409794750128029      0.8078922206380404
     127                8340     36.7657389727119508      0.8104553078941826
     128                8475     36.8967932110096015      0.8114822105323664
     129                8600     37.2158933870903539      0.8139614982545907
     130                8737     37.3457580476860258      0.8149633754915108
     131                8864     37.6593118432398413      0.8173622925622709
     132                9003     37.7879885441996706      0.8183399175827474
     133                9132     38.0961076625468493      0.8206617284997714
     134                9273     38.2235990691111809      0.8216158475822700
     135                9404     38.5263938718198418      0.8238636614515612
     136                9547     38.6527036088677178      0.8247949949113805
     137                9680     38.9502830258510144      0.8269717738851913
     138                9825     39.0754155964407701      0.8278810169931859
     139                9960     39.3678870488037731      0.8299895841913981
     140               10107     39.4918477583768848      0.8308774080673847
     141               10244     39.7793170928039572      0.8329204550177741
     142               10393     39.9021119786665466      0.8337875074980573
     143               10532     40.1846834122461374      0.8357676011282104
     144               10683     40.3063191779685113      0.8366145076068862
     145               10824     40.5840952524544392      0.8385340968180061
     146               10977     40.7045792068583765      0.8393614610619172
     147               11120     40.9776607514496121      0.8412228829124925
     148               11275     41.0970007518705316      0.8420312878499007
     149               11420     41.3654868536794496      0.8438367733751452
     150               11577     41.4836912532165130      0.8446267818582712
     151               11724     41.7476792346637140      0.8463784615492823
     152               11883     41.8647568331476876      0.8471506170910400
     153               12032     42.1243422355922306      0.8488505260559006
     154               12193     42.2403022340220460      0.8496053535411850
     155               12344     42.4955788069966403      0.8512554363686177
     156               12507     42.6104307652100900      0.8519934427406425
     157               12660     42.8614904606863334      0.8535955580853155
     158               12825     42.9752442580487539      0.8543172330074976
     159               12980     43.2221772292082633      0.8558731579147477
     160               13147     43.3348430281161043      0.8565789744087308
     161               13304     43.5777376321506225      0.8580904083951929
     162               13473     43.6893258441611252      0.8587808234555986
     163               13632     43.9282686486677463      0.8602493923610742
     164               13803     44.0387899030788574      0.8609248475476300
     165               13964     44.2738656956529795      0.8623521071724619
     166               14137     44.3833308103696211      0.8630130291801400
     167               14300     44.6146226110366868      0.8644004687213832
     168               14475     44.7230425655699904      0.8650472699292310
     169               14640     44.9506316417270639      0.8663963152279862
     170               14817     45.0580175521836921      0.8670293942272956
     171               14984     45.2819834357521884      0.8683414108387176
     172               15163     45.3883465316808739      0.8689611529412206
     173               15332     45.6087670381998365      0.8702374490379897
     174               15513     45.7141186411710763      0.8708442267647442
