
****************************************************************

Beginning calculation

Speed       = 1
Timesteps   = 200
Iterations  = 1000000
Tolerance   = 1e-06
Convergence = 1e-06

Boundary polynomial (normalised): x^2 + y^2 - 9 = 0

Timestep     Number of nodes      Mean crossing time     Crossed probability    Internal probability       Total probability     Clock time per step      Elapsed clock time
      45                  12     10.0049276777096665      0.9976215910457991      0.0023784089542005      0.9999999999999996         00:00:00.000044         00:00:00.002972
      46                  13     10.0185525203820944      0.9979188921650741      0.0020811078349254      0.9999999999999996         00:00:00.000033         00:00:00.003023
      47                  12     10.0324121140577418      0.9982161932843492      0.0017838067156504      0.9999999999999996         00:00:00.000044         00:00:00.003083
      48                  13     10.0430766977409789      0.9984391691238055      0.0015608308761941      0.9999999999999996         00:00:00.000034         00:00:00.003133
      49                  12     10.0539173446766270      0.9986621449632618      0.0013378550367378      0.9999999999999996         00:00:00.000043         00:00:00.003193
      50                  13     10.0622502461982393      0.9988293768428540      0.0011706231571456      0.9999999999999996         00:00:00.000034         00:00:00.003244
      51                  12     10.0707151951591598      0.9989966087224462      0.0010033912775533      0.9999999999999996         00:00:00.000045         00:00:00.003323
      52                  13     10.0772157191197564      0.9991220326321399      0.0008779673678592      0.9999999999999991         00:00:00.000034         00:00:00.003373
      53                  12     10.0838152786598414      0.9992474565418337      0.0007525434581650      0.9999999999999987         00:00:00.000045         00:00:00.003433
      54                  13     10.0888788074948224      0.9993415244741040      0.0006584755258944      0.9999999999999983         00:00:00.000033         00:00:00.003482
      55                  12     10.0940166130144178      0.9994355924063743      0.0005644075936238      0.9999999999999980         00:00:00.000043         00:00:00.003541
      56                  13     10.0979553615390643      0.9995061433555770      0.0004938566444208      0.9999999999999978         00:00:00.000032         00:00:00.003591
      57                  12     10.1019498175771716      0.9995766943047801      0.0004233056952178      0.9999999999999980         00:00:00.000042         00:00:00.003649
      58                  13     10.1050097053944583      0.9996296075166820      0.0003703924833156      0.9999999999999976         00:00:00.000034         00:00:00.003702
      59                  12     10.1081113738468460      0.9996825207285842      0.0003174792714134      0.9999999999999976         00:00:00.000044         00:00:00.003765
      60                  13     10.1104856595276615      0.9997222056375112      0.0002777943624867      0.9999999999999979         00:00:00.000032         00:00:00.003814
      61                  12     10.1128912806847993      0.9997618905464383      0.0002381094535600      0.9999999999999983         00:00:00.000043         00:00:00.003872
      62                  13     10.1147315223088086      0.9997916542281335      0.0002083457718650      0.9999999999999986         00:00:00.000033         00:00:00.003922
      63                  12     10.1165952655400631      0.9998214179098288      0.0001785820901700      0.9999999999999988         00:00:00.000043         00:00:00.003983
      64                  13     10.1180200922806094      0.9998437406711003      0.0001562593288988      0.9999999999999990         00:00:00.000034         00:00:00.004031
      65                  12     10.1194625452265896      0.9998660634323717      0.0001339365676275      0.9999999999999992         00:00:00.000043         00:00:00.004088
      66                  13     10.1205646494239048      0.9998828055033253      0.0001171944966741      0.9999999999999993         00:00:00.000033         00:00:00.004138
      67                  12     10.1216799732752918      0.9998995475742785      0.0001004524257206      0.9999999999999991         00:00:00.000042         00:00:00.004196
      68                  13     10.1225316645297028      0.9999121041274934      0.0000878958725056      0.9999999999999990         00:00:00.000032         00:00:00.004246
      69                  12     10.1233932705246801      0.9999246606807088      0.0000753393192905      0.9999999999999993         00:00:00.000043         00:00:00.004304
      70                  13     10.1240508737953192      0.9999340780956198      0.0000659219043792      0.9999999999999990         00:00:00.000033         00:00:00.004353
      71                  12     10.1247159131213706      0.9999434955105313      0.0000565044894679      0.9999999999999991         00:00:00.000042         00:00:00.004411
      72                  13     10.1252232416967090      0.9999505585717152      0.0000494414282844      0.9999999999999996         00:00:00.000032         00:00:00.004460
      73                  12     10.1257361473136100      0.9999576216328987      0.0000423783671009      0.9999999999999996         00:00:00.000044         00:00:00.004518
      74                  13     10.1261272383368990      0.9999629189287860      0.0000370810712133      0.9999999999999992         00:00:00.000032         00:00:00.004568
      75                  12     10.1265225121413565      0.9999682162246732      0.0000317837753257      0.9999999999999989         00:00:00.000043         00:00:00.004627
