****************************************************************
*       Calculation started on: Fri May 31 10:36:45 2024       *
****************************************************************
Timestep     Number of nodes      Mean crossing time     Crossed probability
       1                   1      0.7500000000000000      0.7500000000000000
       2                   4      0.7500000000000000      0.7500000000000000
       3                   4      1.0598191718703538      0.8593750000000000
       4                   7      1.1181324655959919      0.8750000000000000
       5                   7      1.3163459050473747      0.9160156250000000
       6                  12      1.3667252577680460      0.9248046875000000
       7                  12      1.5081138627727995      0.9454956054687500
       8                  17      1.5474421535858027      0.9505920410156250
       9                  17      1.6524312103025254      0.9624862670898438
      10                  22      1.6834463939131867      0.9656848907470703
      11                  22      1.7631093838336851      0.9730491638183594
      12                  29      1.7881172547690969      0.9751905202865601
      13                  29      1.8495965713882840      0.9799906015396118
      14                  36      1.8701295944583942      0.9814931526780128
      15                  36      1.9183390188721032      0.9847506666556001
      16                  43      1.9354237183363787      0.9858418749645352
      17                  43      1.9738176731407406      0.9881282921414822
      18                  50      1.9881767515088880      0.9889417936501559
      19                  50      2.0192066590812967      0.9905935437564040
      20                  59      2.0313730440645621      0.9912127903971850
      21                  59      2.0567928963499087      0.9924360230966158
      22                  68      2.0671729237773784      0.9929155989466381
      23                  68      2.0882506346511116      0.9938410196545249
      24                  77      2.0971610891072574      0.9942179145805383
      25                  77      2.1148249485370920      0.9949309632365608
      26                  86      2.1225165296253010      0.9952309530077761
      27                  86      2.1374562419130569      0.9957890590936127
      28                  95      2.1441295240554172      0.9960305188204326
      29                  95      2.1568657147972137      0.9964732840585325
      30                 106      2.1626825866109924      0.9966695677721308
      31                 106      2.1736146506440659      0.9970249455264604
      32                 117      2.1787067963793176      0.9971859222380506
      33                 117      2.1881459812500346      0.9974740653679869
      34                 128      2.1926212976891923      0.9976071379277146
      35                 128      2.2008137579080675      0.9978428538087013
      36                 139      2.2047612682719611      0.9979536500202312
      37                 139      2.2119043040952651      0.9981480036696293
      38                 150      2.2153979508950172      0.9982408541293526
      39                 150      2.2216515972966464      0.9984022384827447
      40                 161      2.2247531881142342      0.9984805125585630
      41                 161      2.2302486090285787      0.9986153781805888
      42                 174      2.2330101177834520      0.9986817238551903
      43                 174      2.2378557838193922      0.9987950863861400
      44                 187      2.2403211594890333      0.9988516038741025
      45                 187      2.2446074691056306      0.9989474034646550
      46                 200      2.2468140666195526      0.9989957725258907
      47                 200      2.2506168588851998      0.9990771327822204
      48                 213      2.2525965789949010      0.9991187072147102
      49                 213      2.2559798448794584      0.9991881246533559
      50                 226      2.2577600487606966      0.9992240032218719
      51                 226      2.2607780535322521      0.9992834878339329
      52                 239      2.2623823020054963      0.9993145680746967
      53                 239      2.2650812678521079      0.9993657489354909
      54                 252      2.2665299231583624      0.9993927683733509
      55                 252      2.2689493781618513      0.9994369738888337
      56                 267      2.2702600972494471      0.9994605419008390
      57                 267      2.2724339674190395      0.9994988614000054
      58                 282      2.2736221089493958      0.9995194840569644
      59                 282      2.2755796096550056      0.9995528154956153
      60                 297      2.2766585718623413      0.9995709150810383
      61                 297      2.2784249407163575      0.9996000022898920
      62                 312      2.2794064434333192      0.9996159327478985
      63                 312      2.2810035464948921      0.9996413947306836
      64                 327      2.2818978677641555      0.9996554539738262
      65                 327      2.2833447035821930      0.9996778081060785
      66                 342      2.2841608790753902      0.9996902478820876
      67                 342      2.2854739996802786      0.9997099283925703
      68                 357      2.2862199914631756      0.9997209622395544
      69                 357      2.2874138553817009      0.9997383350163344
      70                 372      2.2880966952679436      0.9997481447109607
      71                 372      2.2891839645774241      0.9997635192249237
      72                 389      2.2898098763060344      0.9997722600350341
      73                 389      2.2908016673919467      0.9997858989888420
      74                 406      2.2913761710747482      0.9997937039720675
      75                 406      2.2922822669249152      0.9998058311442862
      76                 423      2.2928102685868526      0.9998128146812900
      77                 423      2.2936392990121495      0.9998236213309648
      78                 440      2.2941251675510750      0.9998298820415523
      79                 440      2.2948847625742022      0.9998395321590564
      80                 457      2.2953323960679985      0.9998451553183362
      81                 457      2.2960293167998373      0.9998537899473534
      82                 474      2.2964421997662448      0.9998588494950982
      83                 474      2.2970824503437077      0.9998665903035729
      84                 491      2.2974637032953531      0.9998711505211878
      85                 491      2.2980526268477663      0.9998781027625585
      86                 508      2.2984050492694110      0.9998822196773911
      87                 508      2.2989474103840379      0.9998884746549029
      88                 525      2.2992735180813115      0.9998921972200742
      89                 525      2.2997735738308136      0.9998978343445774
      90                 544      2.3000756314523199      0.9999012054333137
      91                 544      2.3005371927104727      0.9999062939473236
      92                 563      2.3008172421225517      0.9999093511935133
      93                 563      2.3012437266162484      0.9999139516203002
      94                 582      2.3015036117071075      0.9999167281311288
      95                 582      2.3018980900218162      0.9999208934965105
      96                 601      2.3021394784257279      0.9999234184583692
      97                 601      2.3025047139894630      0.9999271953239889
      98                 620      2.3027291161494299      0.9999294945190492
      99                 620      2.3030676000603281      0.9999329238588042
     100                 639      2.3032763859865790      0.9999350201066168
     101                 639      2.3035903674154588      0.9999381380521700
     102                 658      2.3037847814455770      0.9999400515881406
     103                 658      2.3040762942330826      0.9999428900648450
     104                 677      2.3042574680558641      0.9999446388654336
     105                 677      2.3045283540300363      0.9999472261362363
     106                 696      2.3046973181981358      0.9999488261990579
     107                 696      2.3049492476595361      0.9999511873309120
     108                 715      2.3051069417844170      0.9999526529165707
     109                 715      2.3053414315398686      0.9999548101814202
     110                 736      2.3054887133357558      0.9999561540227788
     111                 736      2.3057071426058302      0.9999581272431338
     112                 757      2.3058447959264594      0.9999593607268132
     113                 757      2.3060484204049758      0.9999611675742810
